rating,date,variation,verified_reviews,feedback
1,29-Jul-18,Black  Show,"I bought this product hoping that Alexa would be pretty well developed and far enough along, therefore expecting her to be responsive. This $100 piece of crap doesnt even know how to respond to a question that amazon themselves told me to ask her. (Echo buttons manual, see Step 3.) The device has potential given it has a big screen, decent sound but for 200 bucks, I would never reccomend it. Even for the $100 I spent, I feel like I got shorted. Oh and lastly, the device is pretty useless without a prime membership. I linked my personal account to it and the thing was literally a decorated bluetooth speaker. I went on the family account (this one) and got it to work minimal. Oh, and even with our prime membership, you have to have a music pass or something that's an extra 3.99 a month, leaving this item a subscription nightmare, and a overpriced, decorated bluetooth speaker in my eyes. I would give it zero stars if I could.",0
5,29-Jul-18,White  Show,"quite nice...clear, great sound.",1
5,29-Jul-18,Black  Show,"Versatile use, can watch movies or news.  Able to use as remote for vehicle.  Or use as a communication hub for the home.  Great produc!!!",1
5,29-Jul-18,Black  Show,I bought two.  One for me and one for my daughter who lives in another state.  We love it!!,1
1,29-Jul-18,White  Show,"Our family bought several of these to help communicate with older parents and grandparents who need simpler devices than a full-fledged tablet.  What fantastic potential these have - for digital photo screen, video calls, easy accesss to music, audio books, etc. However, once we have them setup, we discovered the huge lurking negative.  Amazon forces you to view continous spam on the home screen promoting all their Alexa features.  You can turn off many other things in settins, but you cannot turn off &#34;Things to Try&#34;.  Instead of a beautiful digital photo screen with weather and time ... we now constantly have a spam ad across the home screen that says, &#34;Try ......&#34;.  AMAZON, please listen to your customers and offer a setting to turn off this SPAM!",0
5,29-Jul-18,Black  Show,The best part about owning this is that my mother who is anti-technology uses this with ease everyday and finds new reasons to use it as well. Well done.,1
4,29-Jul-18,Black  Show,"It’s my second one, so I put this one in the kitchen for recipes.",1
5,29-Jul-18,White  Show,Echo Show is perfect for staging in the kitchen so recipes are right there. No need to print them. Wonderful device. Acoustical sounds are not as powerful as our tall cylindercal echo but we have that covered in the adjacent family room.,1
4,29-Jul-18,Black  Show,"Great fun but frustrating at times. Commands between tv and the show get mixed (asking to watch something will turn my directv, not display on show which stinks with an 8 year old) Also would like more video options with flash briefings. Still really a tech wonder for a low price.",1
5,29-Jul-18,Black  Show,Love that you can play music and see the lyrics.  Connected to my echo dot I enjoy listening in multiple rooms.,1
3,29-Jul-18,Black  Show,"I love Alexa and when I had the chance to add Show to my home... I jumped at it.  But... I'm a member and my Show doesn't know I paid for the extras with my Echo (now in the upstairs bedroom.  If I am supposed to pay more for having Show added to my home, then I'm afraid to ask &#34;What's the point?&#34;",1
5,29-Jul-18,White  Show,Purchased as a more &#34;personal&#34; contact vehicle for engaging with long distance grandchildren. Works perfectly in every regard. Resolution and sound both better than expected. Highly recommend.,1
4,29-Jul-18,Black  Show,"Works well, pictures awesome! Sound could be better. Must be on the same bandwidth as other Alexa devices for whole home music. 2.4ghz vs 5ghz.",1
5,29-Jul-18,Black  Show,"I am pleased with the Echo Show, from the sound of the music and the words to the tunes to the news and weather. The color on the screen for my photos could be better.",1
5,29-Jul-18,White  Show,Echo Show is my personal assistant! Awesome!!!,1
5,29-Jul-18,Black  Show,"The packaging was beautiful and then there she was!! We have 2 dots and an echo plus already. Now we have the show and we love it. An echo for each room!You can also say &#34;Alexa, turn off the screen&#34; and it will go black. This is good for sleeping.",1
3,29-Jul-18,White  Show,"The ability to respond with the accuracy and variety of information provided by Google search has spoiled me.I had originally expected to see that the same type of search engine in the Echo.Not so, the ability of Alexa to provide such detailed information is not part of the package.Perhaps improvements are in the offing with further updates.",1
5,29-Jul-18,White  Show,"My daughter has an Echo Show and she told me how much she loved it. I bought a white one for my kitchen and absolutely love it!  It has all the features of the others plus great extras. The sound system is awesome. I also own the original Echo Tower, Dots and Spot. Each are great and have their uses around my house. I highly recommend all of these products.",1
5,29-Jul-18,Black  Show,Really like the show me feature. I also like video calls with others.,1
5,29-Jul-18,Black  Show,"I love this device.  I bought it simple so that I can have an alarm clock with my Amazon Echo.....and during Prime day for the price you couldn't beat it.  But, I have Sonos and Big Ass Fan lights that I am able to control with this device.  It's perfect and getting better all the time.",1
4,29-Jul-18,Black  Show,The ase of participating with Echo,1
3,29-Jul-18,Black  Show,"I like the weather options but Alexa search compacity needs improvement. She aint no Google. Alexa gets our requests probably around 20% of the time. Currently Alexa doesn't do YouTube either. This is a huge drawback and why The echo show dropped in price.  International radio via tune in is awesome but again her search engine, its like pulling teeth to get to anything.",1
5,29-Jul-18,Black  Show,Love it!!,1
5,29-Jul-18,Black  Show,LOVE!! i still haven't figured out all the best things we can do with it.,1
5,29-Jul-18,White  Show,"Easy to use, Answers all my questions,Hands free, What's not to like , It may not be perfect but it is  a sign of the times to come, can be connected to smart home items, I enjoy it totallly,, Keeps your home connected",1
5,29-Jul-18,Black  Show,This product is amazing! I love it!!! Best Buy!!! Only thing missing is Bluetooth,1
5,29-Jul-18,Black  Show,It’s great,1
5,29-Jul-18,Black  Show,The Echo Show works great. I enjoy  very much.,1
4,29-Jul-18,Black  Show,Works with Blink video cameras.  Does not work with You Tube.,1
5,29-Jul-18,Black  Show,I love the simple set up I love the fact that it has all the answers to most of the questions that I have I bought one for everybody in my family so we can all be like the Jetsons,1
5,28-Jul-18,Black  Show,The only draw back is it stops every once in awhile in the middle of a song .,1
5,28-Jul-18,Black  Show,Great product!,1
5,28-Jul-18,Black  Show,"Echo is my teacher English, he is very funny,but sometimes he does not listen to what is said.",1
4,28-Jul-18,Black  Show,Ight,1
5,28-Jul-18,White  Show,awesome product! I am in the process of having every room in my house set up with automation and The Show is now my favorite device!,1
5,28-Jul-18,Black  Show,"We’ve had the original Echo for quite some time and just recently added the Show.  It was simple to setup and more inviting to use with the visual interface.  The Echo is being used as the primary interface for my connected home system which is currently only controlling lights and switches.  I look forward to expanding on that capability.  We also use it for maintaining lists, as a music player, general information, and entertainment.  I haven’t used the Show to shuffle through our favorite  photographs but will start that soon.",1
